Daily Date,Share Code,Year High (GH¢),Year Low (GH¢),Previous Closing Price - VWAP (GH¢),Opening Price (GH¢),Last Transaction Price (GH¢),Closing Price - VWAP (GH¢),Price Change (GH¢),Total Shares Traded,Total Value Traded (GH¢)
2018-09-05,MTNGH,0.75,0.75,0.75,0.75,0.75,0.75,0.0,5007600.0,
2018-09-06,MTNGH,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.0,
2018-09-07,MTNGH,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.0,
2018-09-10,MTNGH,0.75,0.75,0.75,0.75,0.75,0.75,0.0,720000.0,
2018-09-11,MTNGH,0.76,0.75,0.75,0.75,0.77,0.76,0.01,565900.0,
2018-09-12,MTNGH,0.76,0.75,0.76,0.76,0.77,0.76,0.0,3000.0,
2018-09-13,MTNGH,0.77,0.75,0.76,0.76,0.77,0.77,0.01,156800.0,
2018-09-14,MTNGH,0.78,0.75,0.77,0.77,0.78,0.78,0.01,266000.0,
2018-09-17,MTNGH,0.8,0.75,0.78,0.78,0.8,0.8,0.02,1311900.0,
2018-09-18,MTNGH,0.8,0.75,0.8,0.8,0.8,0.8,0.0,861900.0,
2018-09-19,MTNGH,0.8,0.75,0.8,0.82,0.84,0.8,0.0,154400.0,
2018-09-20,MTNGH,0.8,0.75,0.8,0.8,0.84,0.8,0.0,0.0,
2018-09-24,MTNGH,0.8,0.75,0.8,0.8,0.84,0.8,0.0,65000.0,
2018-09-25,MTNGH,0.84,0.75,0.8,0.8,0.84,0.84,0.04,1600.0,
2018-09-26,MTNGH,0.85,0.75,0.84,0.84,0.85,0.85,0.01,5500.0,
2018-09-27,MTNGH,0.85,0.75,0.85,0.85,0.85,0.85,0.0,0.0,
2018-09-28,MTNGH,0.88,0.75,0.85,0.85,0.88,0.88,0.03,4600.0,
2018-10-01,MTNGH,0.88,0.75,0.88,0.88,0.93,0.91,0.03,204200.0,
2018-10-02,MTNGH,0.92,0.75,0.91,0.91,0.92,0.92,0.01,115900.0,
2018-10-03,MTNGH,0.92,0.75,0.92,0.92,0.9,0.9,-0.02,1643300.0,
2018-10-04,MTNGH,0.92,0.75,0.9,0.9,0.9,0.9,0.0,1137000.0,
2018-10-05,MTNGH,0.93,0.75,0.9,0.9,0.92,0.93,0.03,2000.0,
2018-10-08,MTNGH,0.93,0.75,0.93,0.93,0.92,0.93,0.0,5600.0,
2018-10-09,MTNGH,0.93,0.75,0.93,0.93,0.92,0.93,0.0,210600.0,
2018-10-10,MTNGH,0.93,0.75,0.93,0.93,0.92,0.92,-0.01,5200.0,
2018-10-11,MTNGH,0.93,0.75,0.92,0.92,0.9,0.93,0.01,17000.0,
2018-10-12,MTNGH,0.93,0.75,0.93,0.93,0.92,0.91,-0.02,2100.0,
2018-10-15,MTNGH,0.93,0.75,0.91,0.91,0.9,0.9,-0.01,6900.0,
2018-10-16,MTNGH,0.93,0.75,0.9,0.9,0.9,0.89,-0.01,274900.0,
2018-10-17,MTNGH,0.93,0.75,0.89,0.89,0.9,0.9,0.01,35200.0,
2018-10-18,MTNGH,0.93,0.75,0.9,0.9,0.89,0.9,0.0,66300.0,
2018-10-19,MTNGH,0.93,0.75,0.9,0.9,0.89,0.9,0.0,500.0,
2018-10-22,MTNGH,0.93,0.75,0.9,0.9,0.9,0.9,0.0,7000.0,
2018-10-23,MTNGH,0.93,0.75,0.9,0.9,0.9,0.9,0.0,57000.0,
2018-10-24,MTNGH,0.93,0.75,0.9,0.9,0.91,0.91,0.01,5800.0,
2018-10-24,MTNGH,0.93,0.75,0.9,0.9,0.9,0.9,0.0,5600.0,
2018-10-26,MTNGH,0.93,0.75,0.91,0.91,0.91,0.91,0.0,1100.0,
2018-10-29,MTNGH,0.93,0.75,0.91,0.91,0.91,0.91,0.0,0.0,
2018-10-30,MTNGH,0.93,0.75,0.91,0.91,0.9,0.9,-0.01,43800.0,
2018-10-31,MTNGH,0.93,0.75,0.9,0.9,0.9,0.9,0.0,5700.0,
2018-11-01,MTNGH,0.93,0.75,0.9,0.9,0.89,0.9,0.0,46300.0,
2018-11-02,MTNGH,0.93,0.75,0.9,0.9,0.89,0.9,0.0,2100.0,
2018-11-05,MTNGH,0.93,0.75,0.9,0.9,0.89,0.9,0.0,1800.0,
2018-11-06,MTNGH,0.93,0.75,0.9,0.9,0.88,0.88,-0.02,1198800.0,
2018-11-07,MTNGH,0.93,0.75,0.88,0.88,0.87,0.88,0.0,11800.0,
2018-11-08,MTNGH,0.93,0.75,0.88,0.88,0.87,0.88,0.0,1022300.0,
2018-11-09,MTNGH,0.93,0.75,0.88,0.88,0.88,0.88,0.0,1400.0,
2018-11-12,MTNGH,0.93,0.75,0.88,0.88,0.85,0.85,-0.03,51700.0,
2018-11-13,MTNGH,0.93,0.75,0.85,0.85,0.85,0.87,0.02,3700.0,
2018-11-14,MTNGH,0.93,0.75,0.87,0.87,0.88,0.88,0.01,1900.0,
2018-11-15,MTNGH,0.93,0.75,0.88,0.88,0.88,0.88,0.0,4400.0,
2018-11-16,MTNGH,0.93,0.75,0.88,0.88,0.87,0.84,-0.04,130800.0,
2018-11-19,MTNGH,0.93,0.75,0.84,0.84,0.84,0.86,0.02,57200.0,49207.0
2018-11-20,MTNGH,0.93,0.75,0.86,0.86,0.82,0.82,-0.04,3000.0,2460.0
2018-11-21,MTNGH,0.93,0.75,0.82,0.82,0.82,0.82,0.0,0.0,0.0
2018-11-22,MTNGH,0.93,0.75,0.82,0.82,0.8,0.8,-0.02,2140600.0,1712660.0
2018-11-23,MTNGH,0.93,0.75,0.8,0.8,0.8,0.8,0.0,2600.0,2080.0
2018-11-26,MTNGH,0.93,0.75,0.8,0.8,0.82,0.82,0.02,2400.0,1968.0
2018-11-27,MTNGH,0.93,0.75,0.82,0.82,0.82,0.82,0.0,4200.0,3444.0
2018-11-28,MTNGH,0.93,0.75,0.82,0.82,0.81,0.81,-0.01,3400.0,2741.0
2018-11-29,MTNGH,0.93,0.75,0.81,0.81,0.8,0.8,-0.01,84200.0,67352.0
2018-11-30,MTNGH,0.93,0.75,0.8,0.8,0.8,0.8,0.0,1300.0,1040.0
2018-12-03,MTNGH,0.93,0.75,0.8,0.8,0.8,0.81,0.01,36900.0,29720.0
2018-12-04,MTNGH,0.93,0.75,0.81,0.81,0.78,0.78,-0.03,55000.0,43070.0
2018-12-05,MTNGH,0.93,0.75,0.78,0.78,0.8,0.8,0.02,200.0,160.0
2018-12-06,MTNGH,0.93,0.75,0.8,0.8,0.78,0.78,-0.02,2000.0,1560.0
2018-12-10,MTNGH,0.93,0.75,0.78,0.78,0.79,0.79,0.01,1800.0,1422.0
2018-12-11,MTNGH,0.93,0.75,0.79,0.79,0.79,0.79,0.0,1900.0,1492.0
2018-12-12,MTNGH,0.93,0.75,0.79,0.79,0.79,0.79,0.0,173300.0,136907.0
2018-12-13,MTNGH,0.93,0.75,0.79,0.79,0.78,0.78,-0.01,17400.0,13572.0
2018-12-14,MTNGH,0.93,0.75,0.78,0.78,0.78,0.78,0.0,21500.0,16775.0
2018-12-17,MTNGH,0.93,0.75,0.78,0.78,0.78,0.78,0.0,1685400.0,1314712.0
2018-12-18,MTNGH,0.93,0.75,0.78,0.78,0.78,0.78,0.0,4700.0,3666.0
2018-12-19,MTNGH,0.93,0.75,0.78,0.78,0.77,0.77,-0.01,350800.0,270182.0
2018-12-20,MTNGH,0.93,0.75,0.77,0.77,0.77,0.77,0.0,3500.0,2695.0
2018-12-21,MTNGH,0.93,0.75,0.77,0.77,0.77,0.77,0.0,70400.0,54128.0
2018-12-24,MTNGH,0.93,0.75,0.77,0.77,0.79,0.78,0.01,24600.0,19228.0
2018-12-27,MTNGH,0.93,0.75,0.78,0.78,0.8,0.8,0.02,10000.0,8000.0
2018-12-28,MTNGH,0.93,0.75,0.8,0.8,0.8,0.8,0.0,23300.0,18556.0
2018-12-31,MTNGH,0.93,0.75,0.8,0.8,0.8,0.79,-0.01,99900.0,78855.0
2019-01-02,MTNGH,0.8,0.79,0.79,0.79,0.8,0.8,0.01,34800.0,27840.0
2019-01-03,MTNGH,0.8,0.79,0.8,0.8,0.79,0.79,-0.01,128300.0,101464.0
2019-01-04,MTNGH,0.8,0.79,0.79,0.79,0.79,0.79,0.0,15400.0,12166.0
2019-01-08,MTNGH,0.8,0.79,0.79,0.79,0.79,0.79,0.0,200.0,158.0
2019-01-09,MTNGH,0.8,0.79,0.79,0.79,0.79,0.79,0.0,200.0,158.0
2019-01-10,MTNGH,0.8,0.79,0.79,0.79,0.79,0.79,0.0,5400.0,4266.0
2019-01-11,MTNGH,0.8,0.79,0.79,0.79,0.79,0.79,0.0,1200.0,948.0
2019-01-14,MTNGH,0.8,0.79,0.79,0.79,0.79,0.79,0.0,10700.0,8416.0
2019-01-15,MTNGH,0.8,0.79,0.79,0.79,0.79,0.79,0.0,1600.0,1264.0
2019-01-16,MTNGH,0.8,0.79,0.79,0.79,0.79,0.79,0.0,9900.0,7821.0
2019-01-17,MTNGH,0.8,0.78,0.79,0.79,0.79,0.78,-0.01,25000.0,19450.0
2019-01-18,MTNGH,0.8,0.78,0.78,0.78,0.79,0.78,0.0,20700.0,16187.0
2019-01-21,MTNGH,0.8,0.78,0.78,0.78,0.79,0.78,0.0,0.0,0.0
2019-01-22,MTNGH,0.8,0.77,0.78,0.78,0.77,0.77,-0.01,21300.0,16401.0
2019-01-23,MTNGH,0.8,0.76,0.77,0.77,0.76,0.76,-0.01,53500.0,40758.0
2019-01-24,MTNGH,0.8,0.76,0.76,0.76,0.75,0.76,0.0,75500.0,57250.0
2019-01-25,MTNGH,0.8,0.76,0.76,0.76,0.75,0.76,0.0,17000.0,12850.0
2019-01-28,MTNGH,0.8,0.75,0.76,0.76,0.75,0.75,-0.01,15400.0,11595.0
2019-01-29,MTNGH,0.8,0.75,0.75,0.75,0.75,0.75,0.0,32300.0,24238.0
2019-01-30,MTNGH,0.8,0.75,0.75,0.75,0.75,0.75,0.0,25200.0,18900.0
2019-01-31,MTNGH,0.8,0.75,0.75,0.75,0.75,0.75,0.0,15000.0,11250.0
2019-02-01,MTNGH,0.8,0.75,0.75,0.75,0.75,0.75,0.0,75100.0,56325.0
2019-02-04,MTNGH,0.8,0.75,0.75,0.75,0.75,0.75,0.0,21400.0,16050.0
2019-02-05,MTNGH,0.8,0.74,0.75,0.75,0.74,0.74,-0.01,87700.0,64898.0
2019-02-06,MTNGH,0.8,0.74,0.74,0.74,0.74,0.74,0.0,12800.0,9491.0
2019-02-07,MTNGH,0.8,0.74,0.74,0.74,0.74,0.75,0.01,3200.0,2396.0
2019-02-08,MTNGH,0.8,0.74,0.75,0.75,0.74,0.74,-0.01,5600.0,4144.0
2019-02-11,MTNGH,0.8,0.74,0.74,0.74,0.74,0.74,0.0,17800.0,13172.0
2019-02-12,MTNGH,0.8,0.74,0.74,0.74,0.74,0.74,0.0,0.0,0.0
2019-02-13,MTNGH,0.8,0.74,0.74,0.74,0.74,0.74,0.0,57000.0,42180.0
2019-02-14,MTNGH,0.8,0.74,0.74,0.74,0.74,0.74,0.0,11200.0,8288.0
2019-02-15,MTNGH,0.8,0.74,0.74,0.74,0.74,0.74,0.0,10000.0,7400.0
2019-02-18,MTNGH,0.8,0.74,0.74,0.74,0.74,0.74,0.0,700.0,518.0
2019-02-19,MTNGH,0.8,0.73,0.74,0.74,0.73,0.73,-0.01,42900.0,31317.0
2019-02-20,MTNGH,0.8,0.73,0.73,0.73,0.74,0.74,0.01,114700.0,84878.0
2019-02-21,MTNGH,0.8,0.73,0.74,0.74,0.74,0.74,0.0,100.0,74.0
2019-02-22,MTNGH,0.8,0.73,0.74,0.74,0.73,0.73,-0.01,295500.0,215715.0
2019-02-25,MTNGH,0.8,0.73,0.73,0.73,0.73,0.73,0.0,52200.0,38106.0
2019-02-26,MTNGH,0.8,0.73,0.73,0.73,0.74,0.73,0.0,24100.0,17597.0
2019-02-27,MTNGH,0.8,0.73,0.73,0.73,0.73,0.73,0.0,23800.0,17374.0
2019-02-28,MTNGH,0.8,0.73,0.73,0.73,0.73,0.73,0.0,2100.0,1533.0
2019-03-01,MTNGH,0.8,0.73,0.73,0.73,0.74,0.74,0.01,1600.0,1184.0
2019-03-04,MTNGH,0.8,0.73,0.74,0.74,0.73,0.73,-0.01,11200.0,8176.0
2019-03-05,MTNGH,0.8,0.72,0.73,0.73,0.72,0.72,-0.01,4527000.0,3259499.0
2019-03-07,MTNGH,0.8,0.72,0.72,0.72,0.72,0.72,0.0,500.0,360.0
2019-03-08,MTNGH,0.8,0.72,0.72,0.72,0.72,0.72,0.0,120600.0,86832.0
2019-03-11,MTNGH,0.8,0.72,0.72,0.72,0.72,0.72,0.0,1100.0,792.0
2019-03-12,MTNGH,0.8,0.71,0.72,0.72,0.71,0.71,-0.01,23000.0,16330.0
2019-03-13,MTNGH,0.8,0.71,0.71,0.71,0.71,0.71,0.0,22500.0,15898.0
2019-03-14,MTNGH,0.8,0.71,0.71,0.71,0.71,0.71,0.0,2000.0,1420.0
2019-03-15,MTNGH,0.8,0.7,0.71,0.71,0.7,0.7,-0.01,13000.0,9130.0
2019-03-18,MTNGH,0.8,0.7,0.7,0.7,0.7,0.7,0.0,23800.0,16660.0
2019-03-19,MTNGH,0.8,0.7,0.7,0.7,0.71,0.71,0.01,9700.0,6887.0
2019-03-20,MTNGH,0.8,0.7,0.71,0.71,0.7,0.7,-0.01,278600.0,196159.0
2019-03-21,MTNGH,0.8,0.7,0.7,0.7,0.72,0.7,0.0,16200.0,11344.0
2019-03-22,MTNGH,0.8,0.7,0.7,0.7,0.72,0.7,0.0,2800.0,1960.0
2019-03-25,MTNGH,0.8,0.7,0.7,0.7,0.72,0.7,0.0,66600.0,46620.0
2019-03-26,MTNGH,0.8,0.7,0.7,0.7,0.72,0.7,0.0,75700.0,52998.0
2019-03-27,MTNGH,0.8,0.7,0.7,0.7,0.72,0.7,0.0,59700.0,41790.0
2019-03-28,MTNGH,0.8,0.68,0.7,0.7,0.68,0.68,-0.02,19000.0,12934.0
2019-03-29,MTNGH,0.8,0.68,0.68,0.68,0.7,0.7,0.02,31400.0,22008.0
2019-04-01,MTNGH,0.8,0.68,0.7,0.7,0.7,0.7,0.0,3100.0,2170.0
2019-04-02,MTNGH,0.8,0.68,0.7,0.7,0.7,0.7,0.0,8400.0,5880.0
2019-04-03,MTNGH,0.8,0.68,0.7,0.7,0.7,0.7,0.0,47700.0,33390.0
2019-04-04,MTNGH,0.8,0.68,0.7,0.7,0.7,0.7,0.0,501100.0,350770.0
2019-04-05,MTNGH,0.8,0.68,0.7,0.7,0.7,0.7,0.0,25900.0,18130.0
2019-04-08,MTNGH,0.8,0.68,0.7,0.7,0.7,0.7,0.0,7000.0,4900.0
2019-04-09,MTNGH,0.8,0.68,0.7,0.7,0.7,0.7,0.0,14035100.0,9824590.0
2019-04-10,MTNGH,0.8,0.68,0.7,0.7,0.69,0.7,0.0,566000.0,396136.0
2019-04-11,MTNGH,0.8,0.68,0.7,0.7,0.7,0.7,0.0,18200.0,12699.0
